# timestamp tx ty tz qx qy qz qw
1763437345.989389 0.000000 -0.011074 -0.028000 0.000000 0.000000 0.000000 1.000000
1763437346.089389 0.010287 -0.011074 -0.025000 0.000000 0.000000 0.000000 1.000000
1763437346.189389 -0.000000 -0.011074 -0.021000 0.000000 0.000000 0.000000 1.000000
1763437346.289389 0.000000 -0.011074 -0.024000 0.000000 0.000000 0.000000 1.000000
1763437346.389390 0.000000 -0.011074 -0.034000 0.000000 0.000000 0.000000 1.000000
1763437346.489389 0.000000 -0.011074 -0.034000 0.000000 0.000000 0.000000 1.000000
1763437346.589389 -0.000000 -0.011074 -0.035000 0.000000 0.000000 0.000000 1.000000
1763437346.689389 -0.000000 -0.011074 -0.039000 0.000000 0.000000 0.000000 1.000000
1763437346.789389 -0.000000 -0.011074 -0.032000 0.000000 0.000000 0.000000 1.000000
1763437346.889390 0.000000 -0.011074 -0.033000 0.000000 0.000000 0.000000 1.000000
1763437346.989389 0.000000 -0.011074 -0.037000 0.000000 0.000000 0.000000 1.000000
1763437347.089389 0.010287 0.000000 -0.035000 0.000000 0.000000 0.000000 1.000000
1763437347.189389 0.010287 0.000000 -0.034000 0.000000 0.000000 0.000000 1.000000
1763437347.289389 -0.000000 -0.011074 -0.029000 0.000000 0.000000 0.000000 1.000000
1763437347.389390 0.010287 -0.011074 -0.021000 0.000000 0.000000 0.000000 1.000000
1763437347.489389 0.020575 -0.011074 -0.015000 0.000000 0.000000 0.000000 1.000000
1763437347.589389 0.010287 -0.011074 -0.010000 0.000000 0.000000 0.000000 1.000000
1763437347.689389 0.020575 -0.011074 -0.001000 0.000000 0.000000 0.000000 1.000000
1763437347.789389 0.020575 -0.011074 0.021000 0.000000 0.000000 0.000000 1.000000
1763437347.889390 0.030862 -0.011074 0.053000 0.000000 0.000000 0.000000 1.000000
1763437347.989389 0.030862 -0.022148 0.085000 0.000000 0.000000 0.000000 1.000000
1763437348.089389 0.041150 -0.033221 0.133000 0.000000 0.000000 0.000000 1.000000
1763437348.189389 0.072012 -0.044295 0.196000 0.000000 0.000000 0.000000 1.000000
1763437348.289389 0.092587 -0.044295 0.265000 0.000000 0.000000 0.000000 1.000000
1763437348.389390 0.102875 -0.055369 0.368000 0.000000 0.000000 0.000000 1.000000
1763437348.489389 0.113162 -0.066443 0.477000 0.000000 0.000000 0.000000 1.000000
1763437348.589389 0.123450 -0.066443 0.581000 0.000000 0.000000 0.000000 1.000000
1763437348.689389 0.123450 -0.077517 0.683000 0.000000 0.000000 0.000000 1.000000
1763437348.789389 0.144025 -0.077517 0.787000 0.000000 0.000000 0.000000 1.000000
1763437348.889390 0.164600 -0.077517 0.883000 0.000000 0.000000 0.000000 1.000000
1763437348.989389 0.185174 -0.088591 0.978000 0.000000 0.000000 0.000000 1.000000
1763437349.089389 0.216037 -0.088591 1.045000 0.000000 0.000000 0.000000 1.000000
1763437349.189389 0.236612 -0.077517 1.121000 0.000000 0.000000 0.000000 1.000000
1763437349.289389 0.257187 -0.088591 1.156000 0.000000 0.000000 0.000000 1.000000
1763437349.389390 0.277762 -0.088591 1.210000 0.000000 0.000000 0.000000 1.000000
1763437349.489389 0.298337 -0.099664 1.260000 0.000000 0.000000 0.000000 1.000000
1763437349.589389 0.308624 -0.110738 1.271000 0.000000 0.000000 0.000000 1.000000
1763437349.689389 0.329199 -0.132886 1.282000 0.000000 0.000000 0.000000 1.000000
1763437349.789389 0.329199 -0.143960 1.280000 0.000000 0.000000 0.000000 1.000000
1763437349.889390 0.349774 -0.177181 1.275000 0.000000 0.000000 0.000000 1.000000
1763437349.989389 0.349774 -0.210403 1.260000 0.000000 0.000000 0.000000 1.000000
1763437350.089389 0.360062 -0.265772 1.245000 0.000000 0.000000 0.000000 1.000000
1763437350.189389 0.360062 -0.298993 1.247000 0.000000 0.000000 0.000000 1.000000
1763437350.289389 0.360062 -0.354362 1.247000 0.000000 0.000000 0.000000 1.000000
1763437350.389390 0.360062 -0.398658 1.237000 0.000000 0.000000 0.000000 1.000000
1763437350.489389 0.349774 -0.442953 1.230000 0.000000 0.000000 0.000000 1.000000
1763437350.589389 0.349774 -0.476174 1.237000 0.000000 0.000000 0.000000 1.000000
1763437350.689389 0.349774 -0.498322 1.253000 0.000000 0.000000 0.000000 1.000000
1763437350.789389 0.308624 -0.531543 1.242000 0.000000 0.000000 0.000000 1.000000
1763437350.889390 0.277762 -0.553691 1.231000 0.000000 0.000000 0.000000 1.000000
1763437350.989389 0.246899 -0.586912 1.230000 0.000000 0.000000 0.000000 1.000000
1763437351.089389 0.205749 -0.620134 1.224000 0.000000 0.000000 0.000000 1.000000
1763437351.189389 0.174887 -0.653355 1.230000 0.000000 0.000000 0.000000 1.000000
1763437351.289389 0.144025 -0.686577 1.227000 0.000000 0.000000 0.000000 1.000000
1763437351.389390 0.113162 -0.719798 1.232000 0.000000 0.000000 0.000000 1.000000
1763437351.489389 0.082300 -0.741946 1.233000 0.000000 0.000000 0.000000 1.000000
1763437351.589389 0.041150 -0.764094 1.220000 0.000000 0.000000 0.000000 1.000000
1763437351.689389 0.010287 -0.775167 1.222000 0.000000 0.000000 0.000000 1.000000
1763437351.789389 -0.020575 -0.775167 1.223000 0.000000 0.000000 0.000000 1.000000
1763437351.889390 -0.072012 -0.764094 1.212000 0.000000 0.000000 0.000000 1.000000
1763437351.989389 -0.123450 -0.753020 1.211000 0.000000 0.000000 0.000000 1.000000
1763437352.089389 -0.174887 -0.730872 1.206000 0.000000 0.000000 0.000000 1.000000
1763437352.189389 -0.236612 -0.719798 1.206000 0.000000 0.000000 0.000000 1.000000
1763437352.289389 -0.277762 -0.719798 1.214000 0.000000 0.000000 0.000000 1.000000
1763437352.389390 -0.318912 -0.708724 1.214000 0.000000 0.000000 0.000000 1.000000
1763437352.489389 -0.360062 -0.719798 1.222000 0.000000 0.000000 0.000000 1.000000
1763437352.589389 -0.401211 -0.719798 1.235000 0.000000 0.000000 0.000000 1.000000
1763437352.689389 -0.442361 -0.730872 1.246000 0.000000 0.000000 0.000000 1.000000
1763437352.789389 -0.493799 -0.741946 1.267000 0.000000 0.000000 0.000000 1.000000
1763437352.889390 -0.545236 -0.741946 1.273000 0.000000 0.000000 0.000000 1.000000
1763437352.989389 -0.596673 -0.753020 1.283000 0.000000 0.000000 0.000000 1.000000
1763437353.089389 -0.648111 -0.764094 1.279000 0.000000 0.000000 0.000000 1.000000
1763437353.189389 -0.709836 -0.764094 1.275000 0.000000 0.000000 0.000000 1.000000
1763437353.289389 -0.781848 -0.764094 1.277000 0.000000 0.000000 0.000000 1.000000
1763437353.389390 -0.843573 -0.775167 1.268000 0.000000 0.000000 0.000000 1.000000
1763437353.489389 -0.925873 -0.764094 1.258000 0.000000 0.000000 0.000000 1.000000
1763437353.589389 -1.008172 -0.775167 1.270000 0.000000 0.000000 0.000000 1.000000
1763437353.689389 -1.080185 -0.775167 1.283000 0.000000 0.000000 0.000000 1.000000
1763437353.789389 -1.152197 -0.786241 1.279000 0.000000 0.000000 0.000000 1.000000
1763437353.889390 -1.234497 -0.797315 1.285000 0.000000 0.000000 0.000000 1.000000
1763437353.989389 -1.296222 -0.819463 1.286000 0.000000 0.000000 0.000000 1.000000
1763437354.089389 -1.378521 -0.841610 1.282000 0.000000 0.000000 0.000000 1.000000
1763437354.189389 -1.450534 -0.863758 1.288000 0.000000 0.000000 0.000000 1.000000
1763437354.289389 -1.532833 -0.885906 1.297000 0.000000 0.000000 0.000000 1.000000
1763437354.389390 -1.604846 -0.896979 1.300000 0.000000 0.000000 0.000000 1.000000
1763437354.489389 -1.687146 -0.908053 1.295000 0.000000 0.000000 0.000000 1.000000
1763437354.589389 -1.769445 -0.919127 1.278000 0.000000 0.000000 0.000000 1.000000
1763437354.689389 -1.862033 -0.919127 1.271000 0.000000 0.000000 0.000000 1.000000
1763437354.789389 -1.944332 -0.919127 1.274000 0.000000 0.000000 0.000000 1.000000
1763437354.889390 -2.026632 -0.930201 1.275000 0.000000 0.000000 0.000000 1.000000
1763437354.989389 -2.119219 -0.941275 1.285000 0.000000 0.000000 0.000000 1.000000
1763437355.089389 -2.211807 -0.952348 1.288000 0.000000 0.000000 0.000000 1.000000
1763437355.189389 -2.304394 -0.963422 1.289000 0.000000 0.000000 0.000000 1.000000
1763437355.289389 -2.407269 -0.963422 1.291999 0.000000 0.000000 0.000000 1.000000
1763437355.389390 -2.499856 -0.985570 1.288999 0.000000 0.000000 0.000000 1.000000
1763437355.489389 -2.582156 -0.996644 1.280999 0.000000 0.000000 0.000000 1.000000
1763437355.589389 -2.674743 -0.996644 1.289999 0.000000 0.000000 0.000000 1.000000
1763437355.689389 -2.767330 -0.996644 1.273999 0.000000 0.000000 0.000000 1.000000
1763437355.789389 -2.859917 -1.007717 1.259999 0.000000 0.000000 0.000000 1.000000
1763437355.889390 -2.942217 -1.007717 1.275999 0.000000 0.000000 0.000000 1.000000
1763437355.989389 -3.024517 -1.029865 1.271999 0.000000 0.000000 0.000000 1.000000
1763437356.089389 -3.127392 -1.052013 1.270999 0.000000 0.000000 0.000000 1.000000
1763437356.189389 -3.230266 -1.074160 1.268999 0.000000 0.000000 0.000000 1.000000
1763437356.289389 -3.322854 -1.107382 1.265999 0.000000 0.000000 0.000000 1.000000
1763437356.389390 -3.415441 -1.129529 1.265999 0.000000 0.000000 0.000000 1.000000
1763437356.489389 -3.497741 -1.151677 1.275999 0.000000 0.000000 0.000000 1.000000
1763437356.589389 -3.600616 -1.173825 1.277999 0.000000 0.000000 0.000000 1.000000
1763437356.689389 -3.693203 -1.195972 1.260999 0.000000 0.000000 0.000000 1.000000
1763437356.789389 -3.785790 -1.195972 1.254999 0.000000 0.000000 0.000000 1.000000
1763437356.889390 -3.878377 -1.207046 1.265999 0.000000 0.000000 0.000000 1.000000
1763437356.989389 -3.981252 -1.218120 1.276999 0.000000 0.000000 0.000000 1.000000
1763437357.089389 -4.084127 -1.240267 1.262999 0.000000 0.000000 0.000000 1.000000
1763437357.189389 -4.187001 -1.251341 1.257999 0.000000 0.000000 0.000000 1.000000
1763437357.289389 -4.289876 -1.262415 1.264998 0.000000 0.000000 0.000000 1.000000
1763437357.389390 -4.382463 -1.284563 1.273998 0.000000 0.000000 0.000000 1.000000
1763437357.489389 -4.485338 -1.306710 1.268998 0.000000 0.000000 0.000000 1.000000
1763437357.589389 -4.588213 -1.317784 1.269998 0.000000 0.000000 0.000000 1.000000
1763437357.689389 -4.680800 -1.328858 1.277998 0.000000 0.000000 0.000000 1.000000
1763437357.789389 -4.793962 -1.339931 1.268998 0.000000 0.000000 0.000000 1.000000
1763437357.889390 -4.896837 -1.351005 1.270998 0.000000 0.000000 0.000000 1.000000
1763437357.989389 -4.999712 -1.362079 1.269998 0.000000 0.000000 0.000000 1.000000
1763437358.089389 -5.112874 -1.373153 1.261998 0.000000 0.000000 0.000000 1.000000
1763437358.189389 -5.226036 -1.373153 1.260998 0.000000 0.000000 0.000000 1.000000
1763437358.289389 -5.328911 -1.395300 1.267998 0.000000 0.000000 0.000000 1.000000
1763437358.389390 -5.421498 -1.406374 1.282998 0.000000 0.000000 0.000000 1.000000
1763437358.489389 -5.524373 -1.417448 1.289997 0.000000 0.000000 0.000000 1.000000
1763437358.589389 -5.616960 -1.428522 1.283997 0.000000 0.000000 0.000000 1.000000
1763437358.689389 -5.719835 -1.428522 1.291997 0.000000 0.000000 0.000000 1.000000
1763437358.789389 -5.822710 -1.439596 1.315997 0.000000 0.000000 0.000000 1.000000
1763437358.889390 -5.925585 -1.417448 1.312997 0.000000 0.000000 0.000000 1.000000
1763437358.989389 -6.028459 -1.417448 1.296997 0.000000 0.000000 0.000000 1.000000
1763437359.089389 -6.121046 -1.406374 1.291997 0.000000 0.000000 0.000000 1.000000
1763437359.189389 -6.223921 -1.395300 1.285997 0.000000 0.000000 0.000000 1.000000
1763437359.289389 -6.326796 -1.373152 1.277997 0.000000 0.000000 0.000000 1.000000
1763437359.389390 -6.439958 -1.362079 1.283997 0.000000 0.000000 0.000000 1.000000
1763437359.489389 -6.542833 -1.351005 1.277997 0.000000 0.000000 0.000000 1.000000
1763437359.589389 -6.625133 -1.328857 1.276996 0.000000 0.000000 0.000000 1.000000
1763437359.689389 -6.717720 -1.306709 1.278996 0.000000 0.000000 0.000000 1.000000
1763437359.789389 -6.810307 -1.295635 1.283996 0.000000 0.000000 0.000000 1.000000
1763437359.889390 -6.892607 -1.295635 1.280996 0.000000 0.000000 0.000000 1.000000
1763437359.989389 -6.985194 -1.262414 1.284996 0.000000 0.000000 0.000000 1.000000
1763437360.089389 -7.067494 -1.240266 1.287996 0.000000 0.000000 0.000000 1.000000
1763437360.189389 -7.180656 -1.207045 1.293996 0.000000 0.000000 0.000000 1.000000
1763437360.289389 -7.262956 -1.162749 1.287996 0.000000 0.000000 0.000000 1.000000
1763437360.389390 -7.376118 -1.151676 1.291996 0.000000 0.000000 0.000000 1.000000
1763437360.489389 -7.458418 -1.129528 1.293996 0.000000 0.000000 0.000000 1.000000
1763437360.589389 -7.551005 -1.107380 1.299995 0.000000 0.000000 0.000000 1.000000
1763437360.689389 -7.664167 -1.096306 1.267995 0.000000 0.000000 0.000000 1.000000
1763437360.789389 -7.777330 -1.107380 1.286995 0.000000 0.000000 0.000000 1.000000
1763437360.889390 -7.869917 -1.096306 1.270995 0.000000 0.000000 0.000000 1.000000
1763437360.989389 -7.983079 -1.085232 1.254995 0.000000 0.000000 0.000000 1.000000
1763437361.089389 -8.085954 -1.096306 1.255995 0.000000 0.000000 0.000000 1.000000
1763437361.189389 -8.178541 -1.074158 1.243995 0.000000 0.000000 0.000000 1.000000
1763437361.289389 -8.281416 -1.052011 1.230995 0.000000 0.000000 0.000000 1.000000
1763437361.389390 -8.374003 -1.040937 1.229994 0.000000 0.000000 0.000000 1.000000
1763437361.489389 -8.487165 -1.029863 1.221994 0.000000 0.000000 0.000000 1.000000
1763437361.589389 -8.579752 -1.018789 1.240994 0.000000 0.000000 0.000000 1.000000
1763437361.689389 -8.703202 -0.996641 1.255994 0.000000 0.000000 0.000000 1.000000
1763437361.789389 -8.806077 -0.985567 1.288994 0.000000 0.000000 0.000000 1.000000
1763437361.889390 -8.898664 -0.985567 1.302994 0.000000 0.000000 0.000000 1.000000
1763437361.989389 -8.991251 -0.985567 1.323994 0.000000 0.000000 0.000000 1.000000
1763437362.089389 -9.114701 -0.963420 1.330993 0.000000 0.000000 0.000000 1.000000
1763437362.189389 -9.217576 -0.952346 1.332993 0.000000 0.000000 0.000000 1.000000
1763437362.289389 -9.320450 -0.941272 1.331993 0.000000 0.000000 0.000000 1.000000
1763437362.389390 -9.433613 -0.919124 1.314993 0.000000 0.000000 0.000000 1.000000
1763437362.489389 -9.546775 -0.896976 1.305993 0.000000 0.000000 0.000000 1.000000
1763437362.589389 -9.649649 -0.896976 1.310993 0.000000 0.000000 0.000000 1.000000
1763437362.689389 -9.742237 -0.908050 1.314992 0.000000 0.000000 0.000000 1.000000
1763437362.789389 -9.834824 -0.919124 1.322992 0.000000 0.000000 0.000000 1.000000
1763437362.889390 -9.927411 -0.952345 1.304992 0.000000 0.000000 0.000000 1.000000
1763437362.989389 -10.019999 -0.974493 1.297992 0.000000 0.000000 0.000000 1.000000
1763437363.089389 -10.112586 -1.018788 1.303992 0.000000 0.000000 0.000000 1.000000
1763437363.189389 -10.215461 -1.052010 1.317992 0.000000 0.000000 0.000000 1.000000
1763437363.289389 -10.318335 -1.074157 1.320992 0.000000 0.000000 0.000000 1.000000
1763437363.389390 -10.410923 -1.096305 1.308991 0.000000 0.000000 0.000000 1.000000
1763437363.489389 -10.503510 -1.118452 1.294991 0.000000 0.000000 0.000000 1.000000
1763437363.589389 -10.596097 -1.151674 1.295991 0.000000 0.000000 0.000000 1.000000
1763437363.689389 -10.698972 -1.184895 1.303991 0.000000 0.000000 0.000000 1.000000
1763437363.889390 -10.884146 -1.240264 1.321991 0.000000 0.000000 0.000000 1.000000
1763437363.989389 -10.976734 -1.262412 1.316990 0.000000 0.000000 0.000000 1.000000
1763437364.089389 -11.079609 -1.295633 1.325990 0.000000 0.000000 0.000000 1.000000
1763437364.189389 -11.182483 -1.328854 1.337990 0.000000 0.000000 0.000000 1.000000
1763437364.289389 -11.285358 -1.351002 1.335990 0.000000 0.000000 0.000000 1.000000
1763437364.389390 -11.388233 -1.373149 1.338990 0.000000 0.000000 0.000000 1.000000
1763437364.489389 -11.501395 -1.384223 1.315989 0.000000 0.000000 0.000000 1.000000
1763437364.589389 -11.604270 -1.417445 1.308989 0.000000 0.000000 0.000000 1.000000
1763437364.689389 -11.707144 -1.439592 1.302989 0.000000 0.000000 0.000000 1.000000
1763437364.789389 -11.820307 -1.461740 1.295989 0.000000 0.000000 0.000000 1.000000
1763437364.889390 -11.943756 -1.494961 1.305989 0.000000 0.000000 0.000000 1.000000
1763437364.989389 -12.046631 -1.517109 1.311988 0.000000 0.000000 0.000000 1.000000
1763437365.089389 -12.149506 -1.550330 1.315988 0.000000 0.000000 0.000000 1.000000
1763437365.189389 -12.262668 -1.583551 1.320988 0.000000 0.000000 0.000000 1.000000
1763437365.289389 -12.375830 -1.605699 1.317988 0.000000 0.000000 0.000000 1.000000
1763437365.389390 -12.488993 -1.627846 1.315988 0.000000 0.000000 0.000000 1.000000
1763437365.489389 -12.602155 -1.649994 1.311987 0.000000 0.000000 0.000000 1.000000
1763437365.589389 -12.715317 -1.661068 1.299987 0.000000 0.000000 0.000000 1.000000
1763437365.689389 -12.818192 -1.672142 1.291987 0.000000 0.000000 0.000000 1.000000
1763437365.789389 -12.951929 -1.672141 1.282987 0.000000 0.000000 0.000000 1.000000
1763437365.889390 -13.054804 -1.672141 1.287986 0.000000 0.000000 0.000000 1.000000
1763437365.989389 -13.167966 -1.672141 1.288986 0.000000 0.000000 0.000000 1.000000
1763437366.089389 -13.281128 -1.694289 1.287986 0.000000 0.000000 0.000000 1.000000
1763437366.189389 -13.384003 -1.694289 1.288986 0.000000 0.000000 0.000000 1.000000
1763437366.289389 -13.497165 -1.705362 1.274985 0.000000 0.000000 0.000000 1.000000
1763437366.389390 -13.610327 -1.727510 1.279985 0.000000 0.000000 0.000000 1.000000
1763437366.489389 -13.713202 -1.727510 1.286985 0.000000 0.000000 0.000000 1.000000
1763437366.589389 -13.805789 -1.749657 1.295985 0.000000 0.000000 0.000000 1.000000
1763437366.689389 -13.918951 -1.749657 1.299985 0.000000 0.000000 0.000000 1.000000
1763437366.789389 -14.021826 -1.771805 1.306984 0.000000 0.000000 0.000000 1.000000
1763437366.889390 -14.145276 -1.793952 1.307984 0.000000 0.000000 0.000000 1.000000
1763437366.989389 -14.258438 -1.793952 1.315984 0.000000 0.000000 0.000000 1.000000
1763437367.089389 -14.371600 -1.805026 1.313984 0.000000 0.000000 0.000000 1.000000
1763437367.189389 -14.495050 -1.816100 1.314983 0.000000 0.000000 0.000000 1.000000
1763437367.289389 -14.608212 -1.827173 1.306983 0.000000 0.000000 0.000000 1.000000
1763437367.389390 -14.731662 -1.849321 1.302983 0.000000 0.000000 0.000000 1.000000
1763437367.489389 -14.855112 -1.860395 1.308982 0.000000 0.000000 0.000000 1.000000
1763437367.589389 -14.968274 -1.860395 1.308982 0.000000 0.000000 0.000000 1.000000
1763437367.689389 -15.081436 -1.871468 1.302982 0.000000 0.000000 0.000000 1.000000
1763437367.789389 -15.204886 -1.882542 1.297982 0.000000 0.000000 0.000000 1.000000
1763437367.889390 -15.318048 -1.882542 1.284981 0.000000 0.000000 0.000000 1.000000
1763437367.989389 -15.451785 -1.904689 1.287981 0.000000 0.000000 0.000000 1.000000
1763437368.089389 -15.564947 -1.915763 1.281981 0.000000 0.000000 0.000000 1.000000
1763437368.189389 -15.678110 -1.926837 1.276980 0.000000 0.000000 0.000000 1.000000
1763437368.389390 -15.883859 -1.937910 1.260980 0.000000 0.000000 0.000000 1.000000
1763437368.489389 -15.997021 -1.937910 1.260980 0.000000 0.000000 0.000000 1.000000
1763437368.589389 -16.089608 -1.960058 1.254979 0.000000 0.000000 0.000000 1.000000
1763437368.689389 -16.202771 -1.960058 1.247979 0.000000 0.000000 0.000000 1.000000
1763437368.789389 -16.315933 -1.937910 1.243979 0.000000 0.000000 0.000000 1.000000
1763437368.889390 -16.480532 -1.893614 1.264978 0.000000 0.000000 0.000000 1.000000
1763437368.989389 -16.603982 -1.904688 1.280978 0.000000 0.000000 0.000000 1.000000
1763437369.089389 -16.737719 -1.937909 1.296978 0.000000 0.000000 0.000000 1.000000
1763437369.189389 -16.840594 -1.937909 1.306977 0.000000 0.000000 0.000000 1.000000
1763437369.289389 -16.922894 -1.915762 1.301977 0.000000 0.000000 0.000000 1.000000
1763437369.389390 -17.046344 -1.926835 1.301977 0.000000 0.000000 0.000000 1.000000
1763437369.489389 -17.149218 -1.937909 1.304977 0.000000 0.000000 0.000000 1.000000
1763437369.589389 -17.272668 -1.926835 1.318976 0.000000 0.000000 0.000000 1.000000
1763437369.689389 -17.385830 -1.937909 1.295976 0.000000 0.000000 0.000000 1.000000
1763437369.789389 -17.529855 -1.971130 1.350976 0.000000 0.000000 0.000000 1.000000
1763437369.889390 -17.643017 -1.960056 1.355975 0.000000 0.000000 0.000000 1.000000
1763437369.989389 -17.745892 -1.948982 1.351975 0.000000 0.000000 0.000000 1.000000
1763437370.089389 -17.869342 -1.926834 1.355975 0.000000 0.000000 0.000000 1.000000
1763437370.189389 -17.972216 -1.926834 1.376974 0.000000 0.000000 0.000000 1.000000
1763437370.289389 -18.075091 -1.915760 1.369974 0.000000 0.000000 0.000000 1.000000
1763437370.389390 -18.188253 -1.926834 1.360974 0.000000 0.000000 0.000000 1.000000
1763437370.489389 -18.291128 -1.915760 1.372973 0.000000 0.000000 0.000000 1.000000
1763437370.589389 -18.404290 -1.893612 1.343973 0.000000 0.000000 0.000000 1.000000
1763437370.689389 -18.445440 -1.860391 1.265973 0.000000 0.000000 0.000000 1.000000
1763437370.789389 -18.558602 -1.860391 1.267973 0.000000 0.000000 0.000000 1.000000
1763437370.889390 -18.671764 -1.838243 1.253972 0.000000 0.000000 0.000000 1.000000
1763437370.989389 -18.774639 -1.816095 1.233972 0.000000 0.000000 0.000000 1.000000
1763437371.089389 -18.877513 -1.793947 1.228972 0.000000 0.000000 0.000000 1.000000
1763437371.189389 -18.970101 -1.782873 1.241972 0.000000 0.000000 0.000000 1.000000
